YEAR,WHO Region,Income Group,Funder Type,Risk F,Funding
2011,Africa,Lower middle income,Bilaterals,2,0.003981935
2011,Africa,Lower middle income,Bilaterals,2,0.006767662
2011,Africa,Lower middle income,Bilaterals,2,0.01184273
2011,Africa,Upper middle income,Bilaterals,2,0.005972903
2011,Africa,Upper middle income,Bilaterals,2,0.010451223
2011,Africa,Upper middle income,Bilaterals,2,0.002986451
2011,Africa,Lower middle income,Bilaterals,2,0.003385187
2011,Africa,Upper middle income,Bilaterals,2,0.01393406
2011,Africa,Lower middle income,Bilaterals,2,0.003583199
2011,Africa,Lower middle income,Bilaterals,2,0.01253984
2011,Africa,Upper middle income,Bilaterals,2,0.007961158
2011,Africa,Lower middle income,Bilaterals,2,0.007166398
2011,Africa,Upper middle income,Bilaterals,2,0.003981935
2011,Americas,Not applicable,Bilaterals,2,0.006965674
2011,Americas,Not applicable,Bilaterals,2,0.003981935
2011,Americas,Not applicable,Bilaterals,2,0.005582885
2012,Europe,Lower middle income,Bilaterals,.,0.000508913
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.000320953
2012,Africa,Low income,Bilaterals,.,0.000143288
2012,Africa,Low income,Bilaterals,.,3.672729634
2012,Western Pacific,Not applicable,Bilaterals,.,0.000131642
2012,South-East Asia,Lower middle income,Bilaterals,.,0.000195268
2012,Africa,Not applicable,Bilaterals,.,0.000196445
2012,Americas,Upper middle income,Bilaterals,.,0.000223164
2012,Americas,Lower middle income,Bilaterals,.,0.000223164
2012,Africa,Low income,Bilaterals,.,0.000251968
2012,South-East Asia,Lower middle income,Bilaterals,.,0.000287604
2012,Africa,Low income,Bilaterals,.,0.000307615
2012,South-East Asia,Lower middle income,Bilaterals,.,0.000326164
2012,Americas,Lower middle income,Bilaterals,.,0.000340978
2012,South-East Asia,Low income,Bilaterals,.,0.000344713
2012,Americas,Not applicable,Bilaterals,1,0.000369807
2012,Americas,Upper middle income,Bilaterals,.,0.000362641
2012,Americas,Lower middle income,Bilaterals,.,0.000426254
2012,South-East Asia,Low income,Bilaterals,.,0.000646094
2012,Africa,Low income,Bilaterals,.,0.000695265
2012,Western Pacific,Low income,Bilaterals,1,0.000836086
2012,Western Pacific,Lower middle income,Bilaterals,.,0.000983276
2012,Americas,Not applicable,Bilaterals,1,0.001101383
2012,Americas,Upper middle income,Bilaterals,.,0.001090656
2012,South-East Asia,Lower middle income,Bilaterals,.,0.00117443
2012,Americas,Not applicable,Bilaterals,1,0.001439033
2012,Not applicable,Not applicable,Bilaterals,.,0.001512056
2012,Not applicable,Not applicable,Bilaterals,1,0.001712368
2012,Africa,Low income,Bilaterals,.,0.001673727
2012,Americas,Upper middle income,Bilaterals,.,0.001673727
2012,Western Pacific,Not applicable,Bilaterals,1,0.001706697
2012,South-East Asia,Lower middle income,Bilaterals,.,0.001776423
2012,Africa,Low income,Bilaterals,.,2.801026371
2012,Western Pacific,Low income,Bilaterals,.,0.001730903
2012,South-East Asia,Lower middle income,Bilaterals,.,0.001730903
2012,Western Pacific,Lower middle income,Bilaterals,.,0.001730903
2012,South-East Asia,Upper middle income,Bilaterals,.,0.001732399
2012,Western Pacific,Lower middle income,Bilaterals,.,0.002009822
2012,South-East Asia,Upper middle income,Bilaterals,.,0.002009822
2012,South-East Asia,Lower middle income,Bilaterals,.,0.002066097
2012,Europe,Upper middle income,Bilaterals,.,0.002131412
2012,Africa,Low income,Bilaterals,.,0.002223844
2012,Africa,Not applicable,Bilaterals,.,0.002500219
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.002562847
2012,Americas,Not applicable,Bilaterals,1,0.002661004
2012,Americas,Upper middle income,Bilaterals,.,0.002693584
2012,Europe,Upper middle income,Bilaterals,.,0.002993682
2012,Africa,Low income,Bilaterals,.,0.003054644
2012,Americas,Lower middle income,Bilaterals,1,0.00316748
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.003188778
2012,Eastern Mediterranean,Low income,Multilaterals,.,0.93504545
2012,Africa,Lower middle income,Bilaterals,.,0.003392666
2012,Europe,Upper middle income,Bilaterals,.,0.003415409
2012,Europe,Upper middle income,Bilaterals,.,0.003464676
2012,Americas,Upper middle income,Bilaterals,.,0.003570617
2012,Africa,Low income,Bilaterals,.,0.003606814
2012,Africa,Low income,Bilaterals,.,0.003606814
2012,Americas,Lower middle income,Bilaterals,.,0.003608555
2012,Europe,Low income,Bilaterals,.,0.00410957
2012,Western Pacific,Upper middle income,Bilaterals,6,0.003912517
2012,Africa,Low income,Bilaterals,.,0.003552297
2012,Africa,Upper middle income,Bilaterals,.,0.003552297
2012,Africa,Low income,Bilaterals,.,0.003997748
2012,Western Pacific,Not applicable,Bilaterals,.,0.004014477
2012,Europe,Upper middle income,Bilaterals,4,0.004023467
2012,Americas,Upper middle income,Bilaterals,.,0.004240738
2012,Americas,Upper middle income,Bilaterals,.,0.692019024
2012,Europe,Upper middle income,Bilaterals,.,0.003796221
2012,South-East Asia,Low income,Bilaterals,1,0.00429298
2012,Americas,Not applicable,Bilaterals,1,0.004309059
2012,Europe,Upper middle income,Bilaterals,.,0.004423835
2012,Africa,Lower middle income,Bilaterals,.,0.004557021
2012,Europe,Upper middle income,Multilaterals,.,0.644665885
2012,Americas,Upper middle income,Bilaterals,.,0.005261722
2012,South-East Asia,Lower middle income,Bilaterals,.,0.004960783
2012,Africa,Low income,Bilaterals,.,0.004515156
2012,Africa,Low income,Bilaterals,.,0.582972958
2012,South-East Asia,Lower middle income,Bilaterals,.,0.005126649
2012,Africa,Low income,Bilaterals,.,0.291486479
2012,Americas,Upper middle income,Bilaterals,.,0.005245459
2012,Western Pacific,Not applicable,Bilaterals,.,0.000886045
2012,Africa,Low income,Bilaterals,.,0.291486479
2012,Not applicable,Not applicable,Bilaterals,1,0.005868681
2012,Americas,Not applicable,Bilaterals,1,0.006206331
2012,Not applicable,Not applicable,Bilaterals,.,0.007072057
2012,Europe,Lower middle income,Bilaterals,.,0.006697512
2012,Not applicable,Not applicable,Bilaterals,1,0.006833395
2012,Africa,Low income,Bilaterals,.,0.006694907
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.006694907
2012,Africa,Not applicable,Bilaterals,1,0.006873592
2012,Africa,Not applicable,Bilaterals,1,0.006873592
2012,Africa,Not applicable,Bilaterals,1,0.007074574
2012,Not applicable,Not applicable,Bilaterals,3,0.00723536
2012,Not applicable,Not applicable,Bilaterals,3,0.00723536
2012,Western Pacific,Lower middle income,Bilaterals,1,0.007476538
2012,Europe,Upper middle income,Bilaterals,7,0.007565779
2012,Americas,Upper middle income,Bilaterals,.,0.002537231
2012,Western Pacific,Lower middle income,Bilaterals,.,0.006861168
2012,Americas,Not applicable,Bilaterals,1,0.007974974
2012,Americas,Upper middle income,Bilaterals,.,0.007916579
2012,Africa,Low income,Bilaterals,.,0.007810724
2012,Not applicable,Not applicable,Bilaterals,1,0.008039289
2012,Africa,Low income,Bilaterals,.,0.007115812
2012,Western Pacific,Upper middle income,Bilaterals,.,0.008250053
2012,Africa,Low income,Bilaterals,.,0.009229562
2012,Europe,Lower middle income,Bilaterals,.,0.008495337
2012,South-East Asia,Lower middle income,Bilaterals,.,0.008944907
2012,Western Pacific,Upper middle income,Bilaterals,.,0.009049572
2012,South-East Asia,Lower middle income,Bilaterals,.,0.009180414
2012,Africa,Low income,Bilaterals,.,0.009114043
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.009359948
2012,Western Pacific,Upper middle income,Bilaterals,6,0.009086051
2012,Americas,Upper middle income,Bilaterals,3,0.010073229
2012,South-East Asia,Lower middle income,Bilaterals,.,0.009843222
2012,Africa,Low income,Bilaterals,.,0.01004236
2012,Africa,Low income,Bilaterals,.,0.01004236
2012,Europe,Upper middle income,Bilaterals,.,0.010344058
2012,Not applicable,Lower middle income,Bilaterals,.,0.009354382
2012,Western Pacific,Not applicable,Bilaterals,2,0.006847349
2012,Europe,Upper middle income,Bilaterals,.,0.010736844
2012,Europe,Upper middle income,Bilaterals,6,0.011077076
2012,Africa,Low income,Bilaterals,.,0.011392554
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.564700541
2012,Europe,Lower middle income,Bilaterals,.,0.011695076
2012,Europe,Upper middle income,Multilaterals,.,0.473404875
2012,Americas,Upper middle income,Bilaterals,.,0.011770573
2012,Americas,Upper middle income,Bilaterals,.,0.012862692
2012,South-East Asia,Lower middle income,Bilaterals,.,0.011994618
2012,Not applicable,Not applicable,Bilaterals,1,0.012332269
2012,Africa,Not applicable,Bilaterals,.,0.012356386
2012,Africa,Not applicable,Bilaterals,.,0.012207177
2012,Africa,Upper middle income,Bilaterals,.,0.012206801
2012,South-East Asia,Lower middle income,Bilaterals,.,0.012114735
2012,Western Pacific,Lower middle income,Bilaterals,.,0.455568343
2012,Africa,Not applicable,Bilaterals,.,0.012718154
2012,Europe,Upper middle income,Bilaterals,.,0.012604885
2012,Africa,Low income,Bilaterals,.,0.012927176
2012,Not applicable,Not applicable,Bilaterals,1,0.012983451
2012,Africa,Low income,Bilaterals,.,0.013184433
2012,Europe,Upper middle income,Bilaterals,.,0.013438152
2012,Africa,Low income,Bilaterals,.,0.0124642
2012,Americas,Upper middle income,Bilaterals,.,0.014127793
2012,Western Pacific,Upper middle income,Bilaterals,.,0.014120744
2012,Western Pacific,Upper middle income,Bilaterals,.,0.014699405
2012,Africa,Low income,Bilaterals,4,0.015267547
2012,Western Pacific,Low income,Bilaterals,.,0.01372084
2012,Not applicable,Lower middle income,Bilaterals,.,0.013772941
2012,Europe,Low income,Bilaterals,.,0.017291443
2012,Africa,Low income,Bilaterals,.,0.233189183
2012,South-East Asia,Low income,Bilaterals,.,0.017443158
2012,Africa,Low income,Bilaterals,.,0.017574232
2012,South-East Asia,Lower middle income,Bilaterals,.,0.01610609
2012,Europe,Upper middle income,Multilaterals,.,0.411982036
2012,South-East Asia,Low income,Multilaterals,.,0.367389069
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.016737266
2012,Africa,Low income,Bilaterals,.,0.017411353
2012,Africa,Low income,Bilaterals,7,0.017565845
2012,Africa,Low income,Bilaterals,7,0.017565845
2012,Americas,Lower middle income,Bilaterals,.,0.019427845
2012,Europe,Upper middle income,Bilaterals,.,0.01718807
2012,Africa,Low income,Bilaterals,.,0.017528208
2012,Western Pacific,Upper middle income,Bilaterals,.,0.017616406
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.019951109
2012,Americas,Lower middle income,Bilaterals,.,0.017824073
2012,South-East Asia,Lower middle income,Bilaterals,.,0.018203616
2012,Africa,Low income,Bilaterals,.,0.349783775
2012,Americas,Not applicable,Bilaterals,1,0.018618992
2012,South-East Asia,Low income,Bilaterals,.,0.018723503
2012,South-East Asia,Low income,Bilaterals,.,0.018723503
2012,Western Pacific,Lower middle income,Bilaterals,.,0.021084331
2012,Europe,Upper middle income,Bilaterals,6,0.016996058
2012,South-East Asia,Low income,Bilaterals,.,0.019294292
2012,South-East Asia,Lower middle income,Bilaterals,.,0.323974651
2012,Africa,Lower middle income,Bilaterals,.,0.322082651
2012,South-East Asia,Lower middle income,Bilaterals,.,0.020499604
2012,Not applicable,Not applicable,Bilaterals,.,0.019808807
2012,South-East Asia,Lower middle income,Bilaterals,.,0.317831277
2012,Eastern Mediterranean,Lower middle income,Bilaterals,3,0.020178614
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.020168665
2012,Western Pacific,Upper middle income,Bilaterals,.,0.019686445
2012,South-East Asia,Upper middle income,Bilaterals,.,0.021326144
2012,Europe,Upper middle income,Bilaterals,.,0.020592404
2012,Europe,Lower middle income,Bilaterals,.,0.021125985
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.023727484
2012,Western Pacific,Low income,Bilaterals,.,0.021345561
2012,Americas,Upper middle income,Bilaterals,.,0.021543094
2012,Eastern Mediterranean,Upper middle income,Bilaterals,.,0.021667454
2012,Africa,Lower middle income,Bilaterals,.,0.021753983
2012,Europe,Upper middle income,Bilaterals,.,0.022275672
2012,Africa,Upper middle income,Bilaterals,.,0.022260564
2012,Not applicable,Not applicable,Bilaterals,1,0.022992365
2012,South-East Asia,Lower middle income,Bilaterals,.,0.020582009
2012,Africa,Low income,Bilaterals,.,0.022795848
2012,Americas,Lower middle income,Bilaterals,.,0.022885422
2012,South-East Asia,Lower middle income,Bilaterals,.,0.022715128
2012,Americas,Upper middle income,Bilaterals,1,0.023748058
2012,Americas,Upper middle income,Bilaterals,1,0.024463555
2012,South-East Asia,Lower middle income,Bilaterals,.,0.024287149
2012,Eastern Mediterranean,Upper middle income,Bilaterals,.,0.024551128
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.027860958
2012,Americas,Upper middle income,Bilaterals,.,0.025637291
2012,South-East Asia,Lower middle income,Bilaterals,8,0.025725723
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.025663808
2012,Americas,Upper middle income,Bilaterals,1,0.026529652
2012,Western Pacific,Upper middle income,Bilaterals,.,0.025967096
2012,Africa,Low income,Bilaterals,.,0.026500173
2012,Americas,Upper middle income,Bilaterals,1,0.027333581
2012,Africa,Low income,Bilaterals,.,0.322310152
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.026779626
2012,Americas,Lower middle income,Bilaterals,1,0.027767703
2012,Western Pacific,Not applicable,Bilaterals,.,0.027260919
2012,Africa,Low income,Bilaterals,.,0.028089274
2012,Africa,Low income,Bilaterals,.,0.028089274
2012,South-East Asia,Low income,Bilaterals,.,0.0249284
2012,Africa,Upper middle income,Bilaterals,7,0.028338492
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.031636301
2012,Africa,Low income,Bilaterals,.,0.317180085
2012,Africa,Low income,Bilaterals,.,0.028331046
2012,Africa,Low income,Bilaterals,.,0.028941439
2012,Not applicable,Not applicable,Bilaterals,.,0.029439875
2012,Africa,Low income,Bilaterals,.,0.02971321
2012,Americas,Lower middle income,Bilaterals,1,0.029745368
2012,South-East Asia,Low income,Bilaterals,8,0.027082463
2012,Europe,Upper middle income,Bilaterals,.,0.030739919
2012,Africa,Low income,Bilaterals,.,0.03461488
2012,South-East Asia,Lower middle income,Bilaterals,8,0.032157154
2012,South-East Asia,Lower middle income,Bilaterals,.,0.017464045
2012,Eastern Mediterranean,Upper middle income,Bilaterals,.,0.036930864
2012,Western Pacific,Upper middle income,Bilaterals,.,0.03369196
2012,Western Pacific,Lower middle income,Bilaterals,.,0.033211026
2012,Americas,Upper middle income,Bilaterals,.,0.03415233
2012,Americas,Upper middle income,Bilaterals,.,0.035800011
2012,Africa,Lower middle income,Bilaterals,.,0.033897426
2012,Africa,Low income,Bilaterals,.,0.034357858
2012,Europe,Lower middle income,Bilaterals,.,0.034193772
2012,Not applicable,Not applicable,Bilaterals,1,0.035131691
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.0311605
2012,Africa,Lower middle income,Bilaterals,.,0.039079651
2012,South-East Asia,Lower middle income,Bilaterals,.,0.019136393
2012,Americas,Upper middle income,Bilaterals,.,0.036920515
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.036172346
2012,Americas,Lower middle income,Bilaterals,.,0.035706168
2012,South-East Asia,Lower middle income,Bilaterals,4,0.032743952
2012,Europe,Upper middle income,Bilaterals,.,0.037718827
2012,Europe,Upper middle income,Bilaterals,.,0.038339981
2012,Americas,Upper middle income,Bilaterals,3,0.039151335
2012,Africa,Upper middle income,Bilaterals,.,0.042011854
2012,Africa,Low income,Bilaterals,.,0.044059568
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.04034848
2012,Americas,Upper middle income,Bilaterals,.,0.04101645
2012,Africa,Lower middle income,Bilaterals,1,0.041965086
2012,Africa,Lower middle income,Bilaterals,.,0.042093715
2012,South-East Asia,Upper middle income,Bilaterals,.,0.041352214
2012,South-East Asia,Lower middle income,Bilaterals,4,0.042326621
2012,Americas,Lower middle income,Bilaterals,.,0.147423631
2012,South-East Asia,Low income,Bilaterals,.,0.321057026
2012,Africa,Low income,Bilaterals,.,0.260264389
2012,Africa,Low income,Bilaterals,.,0.044167851
2012,Europe,Upper middle income,Multilaterals,.,0.247354124
2012,Western Pacific,Upper middle income,Bilaterals,.,0.043864427
2012,South-East Asia,Upper middle income,Bilaterals,.,0.041164017
2012,Americas,Upper middle income,Bilaterals,3,0.046708266
2012,South-East Asia,Lower middle income,Bilaterals,.,0.047045916
2012,South-East Asia,Lower middle income,Bilaterals,.,0.046741888
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.046814413
2012,South-East Asia,Lower middle income,Bilaterals,.,0.047978474
2012,South-East Asia,Lower middle income,Bilaterals,.,0.049810854
2012,Not applicable,Not applicable,Bilaterals,1,0.048235731
2012,Americas,Upper middle income,Bilaterals,7,0.048235731
2012,Americas,Upper middle income,Bilaterals,3,0.048798481
2012,Not applicable,Not applicable,Bilaterals,1,0.048911031
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.048582247
2012,Americas,Upper middle income,Bilaterals,7,0.049522017
2012,Not applicable,Not applicable,Bilaterals,.,0.050599282
2012,Western Pacific,Not applicable,Bilaterals,.,0.008144261
2012,Western Pacific,Not applicable,Bilaterals,.,0.055026388
2012,Africa,Low income,Bilaterals,.,0.049913056
2012,South-East Asia,Lower middle income,Bilaterals,.,0.049796024
2012,Not applicable,Not applicable,Multilaterals,.,0.245340937
2012,Western Pacific,Upper middle income,Bilaterals,.,0.049741426
2012,Africa,Lower middle income,Bilaterals,.,0.051998118
2012,Africa,Not applicable,Bilaterals,.,0.051290658
2012,Western Pacific,Lower middle income,Bilaterals,.,0.059009087
2012,Americas,Lower middle income,Bilaterals,7,0.053943626
2012,Africa,Lower middle income,Bilaterals,.,0.059861584
2012,South-East Asia,Low income,Bilaterals,.,0.054176128
2012,South-East Asia,Lower middle income,Bilaterals,.,0.057051672
2012,Americas,Lower middle income,Bilaterals,.,0.054710036
2012,Not applicable,Not applicable,Bilaterals,1,0.056202666
2012,Western Pacific,Upper middle income,Bilaterals,.,0.054114819
2012,Europe,Upper middle income,Bilaterals,.,0.05587621
2012,Europe,Upper middle income,Bilaterals,.,0.056160153
2012,Africa,Low income,Bilaterals,.,0.056942281
2012,Africa,Not applicable,Bilaterals,.,0.056921233
2012,Americas,Upper middle income,Bilaterals,7,0.058445628
2012,Western Pacific,Upper middle income,Bilaterals,3,0.056364237
2012,South-East Asia,Lower middle income,Bilaterals,.,0.058797621
2012,Europe,Lower middle income,Bilaterals,.,0.058797621
2012,Europe,Lower middle income,Bilaterals,.,0.058480009
2012,Not applicable,Not applicable,Bilaterals,.,0.059973092
2012,Europe,Upper middle income,Bilaterals,.,0.059905745
2012,Africa,Lower middle income,Bilaterals,.,0.062569783
2012,Americas,Upper middle income,Bilaterals,.,0.06163835
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.062485795
2012,Western Pacific,Upper middle income,Bilaterals,.,0.062410762
2012,Americas,Upper middle income,Bilaterals,.,0.067392448
2012,Europe,Upper middle income,Bilaterals,.,0.019372565
2012,Africa,Low income,Bilaterals,.,0.065853335
2012,Europe,Lower middle income,Bilaterals,.,0.019819504
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.070542443
2012,Western Pacific,Lower middle income,Bilaterals,6,0.071041943
2012,Africa,Upper middle income,Bilaterals,7,0.068655524
2012,Europe,Upper middle income,Bilaterals,.,0.071291356
2012,Eastern Mediterranean,Upper middle income,Bilaterals,.,0.068401201
2012,South-East Asia,Lower middle income,Bilaterals,4,0.061787531
2012,South-East Asia,Lower middle income,Bilaterals,.,0.069925732
2012,Europe,Lower middle income,Bilaterals,.,0.069878395
2012,Europe,Upper middle income,Bilaterals,.,0.070638131
2012,South-East Asia,Low income,Bilaterals,.,0.07962279
2012,Americas,Lower middle income,Bilaterals,.,0.071412337
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.072520033
2012,Western Pacific,Not applicable,Bilaterals,.,0.076749149
2012,Africa,Low income,Bilaterals,.,0.235790543
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.078124415
2012,South-East Asia,Lower middle income,Bilaterals,4,0.0730489
2012,Europe,Upper middle income,Bilaterals,.,0.074052313
2012,Africa,Low income,Bilaterals,.,0.067306679
2012,Europe,Upper middle income,Bilaterals,.,0.075687698
2012,Africa,Lower middle income,Bilaterals,.,0.07728972
2012,Western Pacific,Upper middle income,Multilaterals,.,0.223345028
2012,Eastern Mediterranean,Upper middle income,Bilaterals,.,0.081366901
2012,Western Pacific,Upper middle income,Bilaterals,.,0.075797355
2012,Western Pacific,Lower middle income,Bilaterals,.,0.076342518
2012,Europe,Upper middle income,Bilaterals,.,0.083056753
2012,Not applicable,Lower middle income,Bilaterals,.,0.071093303
2012,Africa,Upper middle income,Bilaterals,4,0.080392885
2012,Europe,Low income,Bilaterals,.,0.027799121
2012,Americas,Upper middle income,Bilaterals,.,0.083765597
2012,Europe,Low income,Bilaterals,.,0.083968663
2012,South-East Asia,Low income,Bilaterals,.,0.084241203
2012,Europe,Low income,Bilaterals,1,0.080747948
2012,Americas,Low income,Bilaterals,.,0.084835306
2012,Europe,Low income,Bilaterals,.,0.08517474
2012,Africa,Lower middle income,Bilaterals,4,0.072691214
2012,Africa,Low income,Bilaterals,.,0.08283937
2012,Africa,Low income,Bilaterals,.,0.084653708
2012,Americas,Upper middle income,Bilaterals,3,0.08553803
2012,Americas,Upper middle income,Bilaterals,.,0.084934905
2012,Americas,Lower middle income,Bilaterals,.,0.183777828
2012,Americas,Upper middle income,Multilaterals,.,0.171364796
2012,Africa,Low income,Bilaterals,.,0.077901249
2012,South-East Asia,Lower middle income,Bilaterals,1,0.016266589
2012,Western Pacific,Not applicable,Bilaterals,2,0.056563042
2012,Africa,Not applicable,Bilaterals,.,0.089029185
2012,Western Pacific,Upper middle income,Bilaterals,6,0.099098796
2012,Not applicable,Not applicable,Bilaterals,1,0.091688086
2012,Americas,Lower middle income,Bilaterals,.,0.089701662
2012,Africa,Not applicable,Bilaterals,.,0.172125766
2012,Americas,Lower middle income,Bilaterals,.,0.094300854
2012,Europe,Upper middle income,Bilaterals,.,0.094298288
2012,South-East Asia,Low income,Bilaterals,.,0.095158069
2012,South-East Asia,Low income,Bilaterals,1,0.099955955
2012,Western Pacific,Lower middle income,Bilaterals,.,0.161275586
2012,Europe,Upper middle income,Bilaterals,.,0.030248071
2012,Americas,Upper middle income,Bilaterals,7,0.103063679
2012,Africa,Low income,Bilaterals,.,0.158952474
2012,Africa,Low income,Bilaterals,.,0.112254165
2012,Not applicable,Not applicable,Bilaterals,.,0.101129516
2012,Not applicable,Not applicable,Bilaterals,.,0.105616155
2012,Africa,Lower middle income,Bilaterals,.,0.095759207
2012,Western Pacific,Lower middle income,Bilaterals,.,0.150172977
2012,Americas,Upper middle income,Bilaterals,.,0.073135637
2012,Americas,Upper middle income,Bilaterals,3,0.112228468
2012,Europe,Upper middle income,Bilaterals,.,0.056777666
2012,Western Pacific,Lower middle income,Bilaterals,.,0.118926878
2012,South-East Asia,Lower middle income,Bilaterals,1,0.115516537
2012,South-East Asia,Lower middle income,Bilaterals,.,0.113575642
2012,Africa,Low income,Bilaterals,4,0.105094519
2012,Africa,Low income,Bilaterals,.,0.105945699
2012,Not applicable,Not applicable,Bilaterals,.,0.121891692
2012,Western Pacific,Lower middle income,Bilaterals,.,0.046259425
2012,Europe,Lower middle income,Bilaterals,.,0.122697456
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.112299823
2012,South-East Asia,Low income,Bilaterals,1,0.131120796
2012,Western Pacific,Lower middle income,Bilaterals,.,0.128322392
2012,South-East Asia,Low income,Bilaterals,.,0.131534981
2012,South-East Asia,Lower middle income,Bilaterals,.,0.130683542
2012,South-East Asia,Low income,Bilaterals,.,0.135802512
2012,Western Pacific,Upper middle income,Bilaterals,3,0.150477242
2012,Europe,Low income,Bilaterals,.,0.041008574
2012,Not applicable,Lower middle income,Bilaterals,.,0.154185965
2012,Europe,Upper middle income,Bilaterals,.,0.136192127
2012,South-East Asia,Lower middle income,Bilaterals,.,0.153358253
2012,Western Pacific,Low income,Bilaterals,.,0.121428672
2012,Africa,Low income,Bilaterals,.,0.157009389
2012,Eastern Mediterranean,Upper middle income,Bilaterals,.,0.072475617
2012,Africa,Low income,Bilaterals,.,0.158758648
2012,Africa,Low income,Bilaterals,.,0.1299073
2012,Africa,Low income,Bilaterals,.,0.147534075
2012,Western Pacific,Lower middle income,Bilaterals,.,0.163737035
2012,Europe,Upper middle income,Bilaterals,.,0.151678822
2012,South-East Asia,Lower middle income,Bilaterals,4,0.135527109
2012,Africa,Low income,Bilaterals,.,0.13598442
2012,South-East Asia,Low income,Bilaterals,.,0.14772481
2012,Europe,Lower middle income,Bilaterals,.,0.15294709
2012,South-East Asia,Lower middle income,Bilaterals,.,0.148455143
2012,Western Pacific,Upper middle income,Bilaterals,.,0.167250805
2012,Western Pacific,Lower middle income,Bilaterals,.,0.113096754
2012,Africa,Low income,Bilaterals,.,0.106763038
2012,Americas,Lower middle income,Bilaterals,.,0.050424012
2012,Africa,Low income,Bilaterals,.,0.154069704
2012,Africa,Low income,Bilaterals,.,0.16078577
2012,Africa,Not applicable,Bilaterals,2,0.104514123
2012,Americas,Lower middle income,Bilaterals,.,0.100423598
2012,Not applicable,Not applicable,Bilaterals,.,0.049239039
2012,Africa,Low income,Bilaterals,.,0.149570398
2012,Not applicable,Not applicable,Bilaterals,.,0.149570398
2012,Europe,Lower middle income,Bilaterals,.,0.168288315
2012,Africa,Low income,Bilaterals,4,0.151277994
2012,Africa,Upper middle income,Bilaterals,.,0.153589479
2012,Western Pacific,Lower middle income,Bilaterals,.,0.168061582
2012,Americas,Lower middle income,Bilaterals,.,0.045628886
2012,Western Pacific,Lower middle income,Bilaterals,.,0.170551383
2012,Africa,Not applicable,Bilaterals,1,0.177885337
2012,Africa,Low income,Bilaterals,.,0.200566906
2012,Africa,Not applicable,Bilaterals,.,0.160644952
2012,Africa,Upper middle income,Bilaterals,.,0.086069603
2012,Europe,Upper middle income,Bilaterals,.,0.183985997
2012,South-East Asia,Lower middle income,Bilaterals,4,0.167077863
2012,South-East Asia,Lower middle income,Bilaterals,.,0.187043909
2012,South-East Asia,Lower middle income,Bilaterals,.,0.182154508
2012,Western Pacific,Lower middle income,Bilaterals,2,0.12174479
2012,Western Pacific,Lower middle income,Bilaterals,2,0.12174479
2012,Western Pacific,Upper middle income,Bilaterals,2,0.12174479
2012,Western Pacific,Lower middle income,Bilaterals,2,0.12174479
2012,Western Pacific,Lower middle income,Bilaterals,2,0.121744793
2012,Western Pacific,Not applicable,Bilaterals,2,0.121744793
2012,Africa,Low income,Bilaterals,.,0.171133464
2012,Eastern Mediterranean,Low income,Bilaterals,.,0.173738295
2012,Eastern Mediterranean,Lower middle income,Bilaterals,.,0.203389581
2012,Western Pacific,Lower middle income,Bilaterals,.,0.205926045
2012,Western Pacific,Low income,Bilaterals,.,0.217933612
2012,Western Pacific,Low income,Bilaterals,.,0.249758863
2012,Americas,Upper middle income,Bilaterals,.,0.23016534
2012,Western Pacific,Lower middle income,Bilaterals,.,0.234144278
2012,Africa,Low income,Bilaterals,.,0.085800739
2012,Europe,Lower middle income,Multilaterals,.,0.084281051
2012,Africa,Low income,Bilaterals,.,0.241178655
2012,Western Pacific,Not applicable,Bilaterals,.,0.078501197
2012,Americas,Upper middle income,Bilaterals,.,0.269870359
2012,South-East Asia,Lower middle income,Bilaterals,.,0.263948279
2012,Africa,Not applicable,Bilaterals,.,0.251642012
2012,Europe,Lower middle income,Multilaterals,.,0.081943738
2012,Americas,Upper middle income,Bilaterals,.,0.07619112
